recipe_id,recipe_title,style,style_group,year,malt_name,malt_name_normalized,amount_lb,color_L,malt_type,pct_of_grist
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,Roasted Barley,Roasted Barley,0.33125,,roast,1.184357541899441
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,Molasses,Molasses,0.44375,,specialty,1.5865921787709494
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Maris Otter Pale,Maris Otter Pale,14.7,,base,44.61305007587253
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,CaraCrystal Wheat Malt,CaraCrystal Wheat,4.7,,crystal,14.264036418816387
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Munich - Light 10L,Munich - Light 10L,4.1,,base,12.443095599393017
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Caramel / Crystal 40L,Caramel / Crystal 40L,3.5,,crystal,10.62215477996965
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Lactose (Milk Sugar),Lactose (Milk Sugar),1.7,,adjunct,5.1593323216995435
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Flaked Barley,Flaked Barley,1.5,,adjunct,4.552352048558421
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Flaked Oats,Flaked Oats,1.5,,adjunct,4.552352048558421
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Chocolate,Chocolate,0.75,,roast,2.2761760242792106
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,Smoked Malt,Smoked,0.5,,specialty,1.5174506828528072
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,Rice Hulls,Rice Hulls,0.5,,adjunct,2.9218407596785974
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,Pilsen (Dingemans),Pilsen (Dingemans),13.0,,specialty,75.96785975164353
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,"Wheat, Flaked","Wheat, Flaked",1.3,,wheat,7.596785975164353
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,BEST Spelt Malt (BESTMALZ),BEST Spelt Malt (BESTMALZ),0.8125,,specialty,4.747991234477721
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,Aromatic Malt,Aromatic,0.75,,specialty,4.382761139517896
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,Munich I (Weyermann),Munich I (Weyermann),0.75,,base,4.382761139517896
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Wheat malt,Wheat,8.0,,wheat,38.89158969372874
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Vienna malt,Vienna,5.5,,base,26.73796791443851
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Pilsner malt,Pilsner,4.5,,base,21.876519202722413
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Munich malt,Munich,1.25,,base,6.076810889645115
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,CaraVienne malt,CaraVienne,0.56,,crystal,2.722411278561012
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Crystal 20L,Crystal 20L,0.56,,crystal,2.722411278561012
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,Chocolate malt,Chocolate,0.2,,roast,0.9722897423432184
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,Heidleberg Malt,Heidleberg,7.0,1.5,specialty,38.225255972696246
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,Pale Malt (2row),Pale Malt (2row),6.0,2.0,base,32.76450511945392
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,flaked corn,flaked corn,4.0,1.3,adjunct,21.843003412969285
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,flaked barley,flaked barley,1.0,1.7,adjunct,5.460750853242321
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,Acid Malt,Acid,0.3125,3.0,specialty,1.7064846416382253
592,Hot Schnitzel,HELLES,OTHER,2019.0,Weyermann Pilsner Malt,Weyermann Pilsner,4.0,,base,37.64705882352941
592,Hot Schnitzel,HELLES,OTHER,2019.0,Weyermann Barke Pilsner Malt,Weyermann Barke Pilsner,4.0,,base,37.64705882352941
592,Hot Schnitzel,HELLES,OTHER,2019.0,Bestmalz Munich Malt,Bestmalz Munich,1.0,,base,9.411764705882353
592,Hot Schnitzel,HELLES,OTHER,2019.0,Bestmalz Vienna Malt,Bestmalz Vienna,1.25,,base,11.76470588235294
592,Hot Schnitzel,HELLES,OTHER,2019.0,Weyermann Carafoam malt,Weyermann Carafoam,0.25,,crystal,2.3529411764705883
592,Hot Schnitzel,HELLES,OTHER,2019.0,Weyermann Carahell malt,Weyermann Carahell,0.125,,crystal,1.1764705882352942
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,Pilsner (Weyermann),Pilsner (Weyermann),8.7,,base,92.06349206349206
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,Carafoam (Weyermann),Carafoam (Weyermann),0.5,,crystal,5.291005291005291
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,Acid Malt,Acid,0.125,,specialty,1.3227513227513228
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,Melanoiden Malt,Melanoiden,0.125,,specialty,1.3227513227513228
594,Viva! Vienna!,AMBER LAGER,LAGER,2019.0,Avangard Vienna Malt,Avangard Vienna,8.5,,base,72.3404255319149
594,Viva! Vienna!,AMBER LAGER,LAGER,2019.0,Weyermann Barke Pilsner Malt,Weyermann Barke Pilsner,3.0,,base,25.53191489361702
594,Viva! Vienna!,AMBER LAGER,LAGER,2019.0,Weyermann Melanoidin Malt,Weyermann Melanoidin,0.25,,specialty,2.127659574468085
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,Dark Munich malt,Dark Munich,11.0,,base,56.41025641025641
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,Pilsner malt,Pilsner,6.0,,base,30.76923076923077
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,Caramunich malt,Caramunich,2.0,,base,10.256410256410255
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,Melanoidin malt,Melanoidin,0.5,,specialty,2.564102564102564
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,"Wheat Malt, Dark","Wheat Malt, Dark",9.0,,wheat,50.13927576601671
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,Pilsner (2 Row) Ger,Pilsner (2 Row) Ger,4.5,,base,25.069637883008355
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,Munich Malt (Hoepfner),Munich Malt (Hoepfner),2.0,,base,11.142061281337048
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,Caramel/Crystal Malt - 60L,Caramel/Crystal Malt - 60L,0.5,,crystal,2.785515320334262
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,Special B Malt,Special B,0.5,,specialty,2.785515320334262
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,"Chocolate Malt, Pale","Chocolate Malt, Pale",0.25,,base,1.392757660167131
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,Rice Hulls (Briess),Rice Hulls (Briess),1.2,,adjunct,6.685236768802229
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,Pilsen malt,Pilsen,5.75,,specialty,69.6969696969697
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,Carafoam malt,Carafoam,0.625,,crystal,7.575757575757576
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,Wheat Malt,Wheat,1.875,,wheat,22.727272727272727
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,Pale Malt 2 row (UK),Pale Malt 2 row (UK),11.0,3.0,base,79.13669064748203
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,Munich Malt,Munich,1.5,9.0,base,10.79136690647482
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,Caramel/Crystal Malt 60L,Caramel/Crystal Malt 60L,1.0,60.0,crystal,7.194244604316548
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,Chocolate Malt,Chocolate,0.2,450.0,roast,1.4388489208633095
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,Roasted Barley (Crisp),Roasted Barley (Crisp),0.2,695.0,roast,1.4388489208633095
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Pilsner (2 Row) Ger,Pilsner (2 Row) Ger,8.5,,base,59.911894273127764
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Pale Malt (2 Row) UK,Pale Malt (2 Row) UK,1.8,,base,12.687224669603529
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Munich II (Weyermann),Munich II (Weyermann),0.7375,,base,5.198237885462556
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Aromatic Malt,Aromatic,0.45,,specialty,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Caraamber (Weyermann),Caraamber (Weyermann),0.45,,crystal,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Caramel/Crystal Malt - 20L,Caramel/Crystal Malt - 20L,0.45,,crystal,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Caramel/Crystal Malt -120L,Caramel/Crystal Malt -120L,0.45,,crystal,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Carared,Carared,0.45,,crystal,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,Caravienne Malt,Caravienne,0.45,,crystal,3.171806167400882
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,English crystal - dark,English crystal - dark,0.45,,crystal,3.171806167400882
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,Admiral Maltings Felblume Malt,Admiral Maltings Felblume,5.0,,specialty,83.33333333333334
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,Vienna malt,Vienna,0.25,,base,4.166666666666666
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,White Wheat,White Wheat,0.25,,wheat,4.166666666666666
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,Flaked Oats,Flaked Oats,0.25,,adjunct,4.166666666666666
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,Flaked Barley,Flaked Barley,0.25,,adjunct,4.166666666666666
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,"Pale Malt, Maris Otter","Pale Malt, Maris Otter",8.5,,base,76.27593942793045
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,"Rice, Flaked","Rice, Flaked",1.4,,adjunct,12.56309590577678
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,"Crystal, Dark (Simpsons)","Crystal, Dark (Simpsons)",0.8625,,crystal,7.739764441951767
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,(de) CH\u00c2TEAU BLACK NATURE,(de) CH\u00c2TEAU BLACK NATURE,0.38125,,roast,3.421200224340998
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,2 Row malt,2 Row,7.33,,specialty,57.89889415481832
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,Munich malt \u2013 Light,Munich malt \u2013 Light,3.33,10.0,base,26.303317535545023
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,Crystal malt,Crystal,1.0,20.0,crystal,7.898894154818326
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,Dextrine Malt,Dextrine,1.0,,specialty,7.898894154818326
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,Aromatic,Aromatic,0.5621792271468633,,specialty,5.967713093560221
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,Flaked Oats,Flaked Oats,0.436515635196388,,adjunct,4.633753696176171
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,Pilsner,Pilsner,7.0106915999999995,,base,74.42074348524973
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,CaraVienne,CaraVienne,0.7495723028624843,,crystal,7.956950791413628
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,CaraMunich II,CaraMunich II,0.37478615143124216,,base,3.978475395706814
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,Carapils (Dextrine Malt),Carapils (Dextrine Malt),0.14330058731194553,,crystal,1.5211817689467229
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,Red Wheat,Red Wheat,0.14330058731194553,,wheat,1.5211817689467229
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Bairds Maris Otter Malt,Bairds Maris Otter,12.0,,base,54.54545454545454
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Bestmalz Vienna Malt,Bestmalz Vienna,5.0,,base,22.727272727272727
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Dingemans Biscuit Malt,Dingemans Biscuit,2.0,,specialty,9.090909090909092
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,C-15 Malt,C-15,1.0,,specialty,4.545454545454546
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Bairds Carastan Malt,Bairds Carastan,1.0,,crystal,4.545454545454546
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Thomas Fawcett dark crystal 85,Thomas Fawcett dark crystal 85,1.0,,crystal,4.545454545454546
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,Pilsen (Dingemans),Pilsen (Dingemans),9.7,,specialty,70.09936766034328
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,"Wheat, Flaked","Wheat, Flaked",1.0,,wheat,7.226738934056008
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,Acidulated (Weyermann),Acidulated (Weyermann),0.4375,,specialty,3.1616982836495033
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,Dextrose (Briess),Dextrose (Briess),2.7,,adjunct,19.512195121951223
606,Gose with Everything,SOUR ALE,SOUR,2019.0,Bohemian Pilsner,Bohemian Pilsner,4.0,,base,50.0
606,Gose with Everything,SOUR ALE,SOUR,2019.0,White Wheat,White Wheat,4.0,,wheat,50.0
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,"Pale Malt, Halcyon (Thomas Fawcett)","Pale Malt, Halcyon (Thomas Fawcett)",5.0,,base,37.735849056603776
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Brewers Malt 2-Row (Briess),Brewers Malt 2-Row (Briess),4.0,,base,30.18867924528302
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,White Malt (Briess),White Malt (Briess),1.5,,specialty,11.320754716981133
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Carafoam (Weyermann),Carafoam (Weyermann),1.0,,crystal,7.547169811320755
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,"Oats, Flaked","Oats, Flaked",1.0,,adjunct,7.547169811320755
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Acid Malt,Acid,0.375,,specialty,2.8301886792452833
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Honey Malt,Honey,0.375,,adjunct,2.8301886792452833
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,Vienna malt,Vienna,8.0,,base,71.91011235955057
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,Bohemian Pilsner malt,Bohemian Pilsner,2.0,,base,17.97752808988764
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,Carastan malt,Carastan,0.75,,crystal,6.741573033707865
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,Melanoidin malt,Melanoidin,0.25,,specialty,2.247191011235955
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,Midnight Wheat malt,Midnight Wheat,0.125,,wheat,1.1235955056179776
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,2 Row malt,2 Row,14.25,,specialty,65.50218340611355
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Flaked Oats,Flaked Oats,2.75,,adjunct,12.640772236267525
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Crystal malt (60 L),Crystal malt (60 L),1.25,60.0,crystal,5.745805561939784
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Crystal malt (120 L),Crystal malt (120 L),1.25,120.0,crystal,5.745805561939784
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Roasted Barley,Roasted Barley,1.13,,roast,5.194208227993564
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Black Patent,Black Patent,0.625,,roast,2.872902780969892
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,Chocolate Malt,Chocolate,0.5,,roast,2.2983222247759136
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,Pilsner (2 Row) German,Pilsner (2 Row) German,7.5,,base,66.66666666666666
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,"Wheat Malt, Ger","Wheat Malt, Ger",1.5,,wheat,13.333333333333334
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,Aromatic Malt,Aromatic,0.5,,specialty,4.444444444444445
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,CH\u00c2TEAU SPELT,CH\u00c2TEAU SPELT,0.5,,specialty,4.444444444444445
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,Crystal Malt - 60L (Thomas Fawcett),Crystal Malt - 60L (Thomas Fawcett),0.5,,crystal,4.444444444444445
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,"Oats, Flaked","Oats, Flaked",0.5,,adjunct,4.444444444444445
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,Carafa Special III (Weyermann),Carafa Special III (Weyermann),0.25,,crystal,2.2222222222222223
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,Rice Hulls,Rice Hulls,0.5,,adjunct,3.649635036496351
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,"Oats, Malted (Thomas Fawcett)","Oats, Malted (Thomas Fawcett)",6.0,,adjunct,43.79562043795621
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,"Pale Malt, 2 row (Gambrinus)","Pale Malt, 2 row (Gambrinus)",4.2,,base,30.656934306569344
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,White Wheat Malt,White Wheat,2.5,,wheat,18.248175182481752
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,Munich 10L (Briess),Munich 10L (Briess),0.25,,base,1.8248175182481754
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,Victory Malt,Victory,0.25,,specialty,1.8248175182481754
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,two-row pale malt,two-row pale,8.81848,,base,69.12039957673151
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,black barley malt,black barley,0.8090971622074463,,roast,6.341809376239244
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,Briess Bonlander Munich malt,Briess Bonlander Munich,0.8090971622074463,,base,6.341809376239244
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,caramel Vienna malt,caramel Vienna,0.5599746027266795,,base,4.389154173201002
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,brown malt,brown,0.4806081236000635,,specialty,3.7670693297551914
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,Victory malt,Victory,0.4806081236000635,,specialty,3.7670693297551914
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,wheat malt,wheat,0.31967054092664776,,wheat,2.505619508323407
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,chocolate malt,chocolate,0.24030406180003175,,roast,1.8835346648775957
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,chocolate rye malt,chocolate rye,0.24030406180003175,,roast,1.8835346648775957
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,German Pilsner malt,German Pilsner,4.5,,base,47.368421052631575
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,Maris Otter malt,Maris Otter,4.0,,base,42.10526315789473
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,wheat malt,wheat,0.5,,wheat,5.263157894736842
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,English brown malt,English brown,0.25,,specialty,2.631578947368421
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,chocolate rye malt,chocolate rye,0.25,,roast,2.631578947368421
614,Saison de Liège 1851,BELGIAN ALE,BELGIAN,2019.0,spelt malt,spelt,4.2,,specialty,45.28301886792453
614,Saison de Liège 1851,BELGIAN ALE,BELGIAN,2019.0,unmalted wheat,unmalted wheat,4.2,,wheat,45.28301886792453
614,Saison de Liège 1851,BELGIAN ALE,BELGIAN,2019.0,Weyermann Caramunich III,Weyermann Caramunich III,0.875,,base,9.433962264150942
615,Luiks Beer 1690,HISTORICAL BEER,OTHER,2019.0,spelt malt,spelt,7.3,,specialty,52.517985611510795
615,Luiks Beer 1690,HISTORICAL BEER,OTHER,2019.0,unmalted wheat,unmalted wheat,4.6,,wheat,33.093525179856115
615,Luiks Beer 1690,HISTORICAL BEER,OTHER,2019.0,Pilsner malt,Pilsner,2.0,,base,14.388489208633096
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,OTHER,2019.0,pale malt,pale,9.0,,base,50.0
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,OTHER,2019.0,Pilsner malt,Pilsner,9.0,,base,50.0
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,Swaen Pilsner malt,Swaen Pilsner,25.0,,base,64.51612903225806
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,BestM\u00e4lz Munich dark malt,BestM\u00e4lz Munich dark,6.0,,base,15.483870967741936
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,Simpsons Golden Naked Oats,Simpsons Golden Naked Oats,2.5,,adjunct,6.451612903225806
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,pale chocolate malt,pale chocolate,1.5,,base,3.870967741935484
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,Weyermann Caramunich malt,Weyermann Caramunich,1.0,,base,2.5806451612903225
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,roasted barley,roasted barley,0.75,,roast,1.935483870967742
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,light brown sugar,light brown sugar,2.0,,adjunct,5.161290322580645
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,German white wheat malt,German white wheat,13.0,,wheat,56.52173913043478
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,German Pilsner malt,German Pilsner,10.0,,base,43.47826086956522
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,Golden Promise pale malt,Golden Promise pale,10.5,,base,93.13671138707174
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,dextrin malt,dextrin,0.5,,specialty,4.435081494622463
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,crystal malt (120\u00b0L),crystal malt (120\u00b0L),0.25,113.0,crystal,2.2175407473112316
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,crystal malt (60\u00b0L),crystal malt (60\u00b0L),0.02375,,crystal,0.21066637099456703
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,Muntons Maris Otter malt,Muntons Maris Otter,4.5,,base,48.64864864864865
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,Simpsons Golden Promise pale malt,Simpsons Golden Promise pale,2.0,,base,21.62162162162162
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,40\u00b0L caramel malt,40\u00b0L caramel,1.0,,crystal,10.81081081081081
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,Munich malt,Munich,0.5,,base,5.405405405405405
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,Vienna malt,Vienna,0.5,,base,5.405405405405405
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,120\u00b0L caramel malt,120\u00b0L caramel,0.3125,,crystal,3.3783783783783785
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,chocolate malt,chocolate,0.3125,350.0,roast,3.3783783783783785
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,acidulated malt,acidulated,0.125,,specialty,1.3513513513513513
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,pale two-row malt,pale two-row,19.0,,base,75.23849756304408
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,pale wheat malt,pale wheat,5.38,,base,21.304374573114586
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,40\u00b0L caramel malt,40\u00b0L caramel,0.87302952,,crystal,3.4571278638413445
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,US pale 2-row malt,US pale 2-row,10.0,,base,75.75757575757575
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,Weyermann CaraRed malt,Weyermann CaraRed,2.2,,crystal,16.666666666666668
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,crystal malt,crystal,0.5,80.0,crystal,3.787878787878788
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,melanoidin malt,melanoidin,0.5,,specialty,3.787878787878788
623,Sket English Porter,ENGLISH PORTER,PORTER,2019.0,Maris Otter pale malt,Maris Otter pale,6.5,,base,56.52173913043478
623,Sket English Porter,ENGLISH PORTER,PORTER,2019.0,brown malt,brown,2.0,,specialty,17.391304347826086
