recipe_id,recipe_title,style,style_group,year,malt_name,malt_name_normalized,amount_lb,color_L,malt_type,pct_of_grist
105,Cigar City Jai Alai IPA Classic Clone,IPA,IPA,2019.0,pale two-row malt,pale two-row,13.25,,base,48.1822278183587
105,Cigar City Jai Alai IPA Classic Clone,IPA,IPA,2019.0,Munich malt,Munich,13.249766199999998,,base,48.18137762931236
105,Cigar City Jai Alai IPA Classic Clone,IPA,IPA,2019.0,caramel malt,caramel,0.75,60.0,crystal,2.7272959142467186
105,Cigar City Jai Alai IPA Classic Clone,IPA,IPA,2019.0,Victory malt,Victory,0.25,25.0,specialty,0.9090986380822395
106,Curse Stout,CHOCOLATE BEER,OTHER,2019.0,Carolina Malt House Pale Malt,Carolina Malt House Pale,10.0,,base,86.02150537634408
106,Curse Stout,CHOCOLATE BEER,OTHER,2019.0,40\u00b0L Crystal Malt,40\u00b0L Crystal,0.5,,crystal,4.301075268817205
106,Curse Stout,CHOCOLATE BEER,OTHER,2019.0,UK Chocolate Malt,UK Chocolate,0.5,,roast,4.301075268817205
106,Curse Stout,CHOCOLATE BEER,OTHER,2019.0,Roast Barley,Roast Barley,0.375,,roast,3.225806451612903
106,Curse Stout,CHOCOLATE BEER,OTHER,2019.0,Weyermann Carafa III,Weyermann Carafa III,0.25,,crystal,2.1505376344086025
107,Boscos Famous Flaming Stone,HISTORICAL BEER,OTHER,2019.0,Pilsner malt,Pilsner,8.25,,base,90.41095890410958
107,Boscos Famous Flaming Stone,HISTORICAL BEER,OTHER,2019.0,Munich 10\u00b0L malt,Munich 10\u00b0L,0.75,,base,8.21917808219178
107,Boscos Famous Flaming Stone,HISTORICAL BEER,OTHER,2019.0,Carapils malt,Carapils,0.125,,crystal,1.36986301369863
108,Saison Capitale,BELGIAN ALE,BELGIAN,2019.0,Pilsner malt,Pilsner,14.0,,base,66.66095612879279
108,Saison Capitale,BELGIAN ALE,BELGIAN,2019.0,Vienna malt,Vienna,5.0,,base,23.807484331711713
108,Saison Capitale,BELGIAN ALE,BELGIAN,2019.0,flaked oats,flaked oats,1.000899486763435,,adjunct,4.765779769747755
108,Saison Capitale,BELGIAN ALE,BELGIAN,2019.0,flaked wheat,flaked wheat,1.000899486763435,,wheat,4.765779769747755
109,Tropicalia Catharina Sour,FRUIT BEER,OTHER,2019.0,Pilsner malt,Pilsner,4.5,,base,50.0
109,Tropicalia Catharina Sour,FRUIT BEER,OTHER,2019.0,wheat malt,wheat,4.5,,wheat,50.0
110,We Don’t Need No Stinkin’ IBUs,AMERICAN PALE ALE,IPA,2019.0,pale ale dried malt extract,pale ale dried malt extract,1.4991446057249687,,base,57.14285714285714
110,We Don’t Need No Stinkin’ IBUs,AMERICAN PALE ALE,IPA,2019.0,golden light dried malt extract,golden light dried malt extract,0.6239087109120091,,specialty,23.781512605042018
110,We Don’t Need No Stinkin’ IBUs,AMERICAN PALE ALE,IPA,2019.0,Munich dried malt extract,Munich dried malt extract,0.5004497433817175,,base,19.075630252100844
111,Blinky Session IPA,IPA,IPA,,Light malt extract syrup,Light malt extract syrup,6.0,,specialty,51.06382978723404
111,Blinky Session IPA,IPA,IPA,,Light dried malt extract,Light dried malt extract,5.0,,specialty,42.5531914893617
111,Blinky Session IPA,IPA,IPA,,crystal malt,crystal,0.5,10.0,crystal,4.25531914893617
111,Blinky Session IPA,IPA,IPA,,Belgian Special B malt,Belgian Special B,0.25,,specialty,2.127659574468085
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,Maris Otter pale malt,Maris Otter pale,8.0,,base,77.9727095516569
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,brown malt,brown,1.0,,specialty,9.746588693957113
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,chocolate malt,chocolate,0.38,,roast,3.7037037037037033
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,pale chocolate malt,pale chocolate,0.38,,base,3.7037037037037033
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,120\u00b0L crystal malt,120\u00b0L crystal,0.25,,crystal,2.4366471734892783
112,Eubayanus Brown Porter,AMERICAN PORTER,PORTER,2016.0,60\u00b0L crystal malt,60\u00b0L crystal,0.25,,crystal,2.4366471734892783
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,Vienna malt,Vienna,6.0,,base,56.470588235294116
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,Pilsner malt,Pilsner,2.0,,base,18.823529411764707
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,flaked maize,flaked maize,1.0,,adjunct,9.411764705882353
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,Munich malt,Munich,1.0,,base,9.411764705882353
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,120\u00b0 L crystal malt,120\u00b0 L crystal,0.5,,crystal,4.705882352941177
113,Austrian Expat Dark Mexican Lager,DARK LAGER,LAGER,2017.0,Weyermann Carafa\u00ae II malt,Weyermann Carafa\u00ae II,0.125,,crystal,1.1764705882352942
114,Probably the Best Beer in the…House,HELLES,OTHER,2019.0,BestMalz Heidelberg Pilsner malt,BestMalz Heidelberg Pilsner,8.5,,base,89.47368421052632
114,Probably the Best Beer in the…House,HELLES,OTHER,2019.0,BestMalz Munich malt,BestMalz Munich,0.5,,base,5.263157894736842
114,Probably the Best Beer in the…House,HELLES,OTHER,2019.0,Weyermann Carafoam malt,Weyermann Carafoam,0.5,,crystal,5.263157894736842
115,Trappist Tripel,BELGIAN ALE,BELGIAN,2019.0,Continental Pilsner malt,Continental Pilsner,14.5,,base,84.05797101449275
115,Trappist Tripel,BELGIAN ALE,BELGIAN,2019.0,white sugar,white sugar,2.5,,adjunct,14.492753623188406
115,Trappist Tripel,BELGIAN ALE,BELGIAN,2019.0,aromatic malt,aromatic,0.25,,specialty,1.4492753623188406
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,light malt extract syrup,light malt extract syrup,3.3,,specialty,52.38095238095239
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,corn sugar,corn sugar,1.0,,adjunct,15.873015873015872
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,Munton's pale 2-row malt,Munton's pale 2-row,0.75,,base,11.904761904761905
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,500\u00b0 L roasted barley,500\u00b0 L roasted barley,0.75,,roast,11.904761904761905
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,crystal malt,crystal,0.25,90.0,crystal,3.968253968253968
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,chocolate malt,chocolate,0.25,350.0,roast,3.968253968253968
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,pale U.S. two-row malt,pale U.S. two-row,20.0,,base,77.51937984496124
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,pale liquid malt extract,pale liquid malt extract,3.3,,base,12.790697674418603
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,20\u00b0L crystal malt,20\u00b0L crystal,1.0,20.0,crystal,3.875968992248062
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,80\u00b0L crystal malt,80\u00b0L crystal,1.0,80.0,crystal,3.875968992248062
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,pale chocolate malt,pale chocolate,0.25,,base,0.9689922480620154
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,Special B malt,Special B,0.25,,specialty,0.9689922480620154
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,pale liquid malt extract,pale liquid malt extract,5.5,,base,37.93103448275862
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,2-row malt,2-row,2.0,,base,13.793103448275861
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,flaked oats,flaked oats,2.0,,adjunct,13.793103448275861
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Weyermann Carafoam malt,Weyermann Carafoam,1.5,,crystal,10.344827586206897
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,white wheat malt,white wheat,1.5,,wheat,10.344827586206897
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,milk sugar (lactose),milk sugar (lactose),2.0,,adjunct,13.793103448275861
120,Trans-Atlantic Blonde Ale,BLONDE ALE,BLONDE_PALE,2019.0,German Pils malt,German Pils,9.0,,specialty,90.0
120,Trans-Atlantic Blonde Ale,BLONDE ALE,BLONDE_PALE,2019.0,caramel Pils / Cara 8 malt,caramel Pils / Cara 8,1.0,,crystal,10.0
121,Helicious Helles,HELLES,OTHER,2010.0,Pilsner malt,Pilsner,9.5,,base,84.44444444444444
121,Helicious Helles,HELLES,OTHER,2010.0,torrified wheat,torrified wheat,1.0,,wheat,8.88888888888889
121,Helicious Helles,HELLES,OTHER,2010.0,melanoidin malt,melanoidin,0.3125,,specialty,2.7777777777777777
121,Helicious Helles,HELLES,OTHER,2010.0,acidulated malt,acidulated,0.4375,,specialty,3.888888888888889
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,UK Maris Otter malt,UK Maris Otter,11.75,,base,67.72578262905724
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,German light Munich malt,German light Munich,1.83,,base,10.547930400951042
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Belgian CaraVienne malt,Belgian CaraVienne,0.78,,crystal,4.495839187290608
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,UK amber malt,UK amber,0.78,,specialty,4.495839187290608
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,UK 70\u00b0L crystal malt,UK 70\u00b0L crystal,0.78,,crystal,4.495839187290608
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,UK chocolate malt,UK chocolate,0.78,,roast,4.495839187290608
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,molasses,molasses,0.44,,specialty,2.53611441334342
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Special B malt,Special B,0.146875,,specialty,0.8465722828632154
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,roast barley,roast barley,0.0625,,roast,0.36024352462264486
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Pils or pale malt,Pils or pale,8.0,,base,68.08510638297872
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Munich malt (7\u00b0L),Munich malt (7\u00b0L),3.0,,base,25.53191489361702
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Belgian or other aromatic malt,Belgian or other aromatic,0.5,,specialty,4.25531914893617
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Belgian Special B malt,Belgian Special B,0.25,,specialty,2.127659574468085
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,UK pale malt,UK pale,13.4,,base,70.89947089947091
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Simpsons Brown Malt,Simpsons Brown,1.0,,specialty,5.291005291005291
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Castle Malting Ch\u00e2teau Abbey Malt,Castle Malting Ch\u00e2teau Abbey,1.0,,specialty,5.291005291005291
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,dextrin malt,dextrin,1.0,,specialty,5.291005291005291
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,flaked oats,flaked oats,1.0,,adjunct,5.291005291005291
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,flaked wheat,flaked wheat,1.0,,wheat,5.291005291005291
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Weyermann Carafa III malt,Weyermann Carafa III,0.5,,crystal,2.6455026455026456
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Rahr Premium Pilsner,Rahr Premium Pilsner,8.0,,base,69.56521739130434
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Weyermann Pale Wheat,Weyermann Pale Wheat,2.0,,base,17.391304347826086
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Weyermann Munich I,Weyermann Munich I,1.0,,base,8.695652173913043
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,corn sugar,corn sugar,0.5,,adjunct,4.3478260869565215
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,pale two-row malt,pale two-row,10.8,,base,73.2824427480916
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,flaked oats,flaked oats,1.5,,adjunct,10.178117048346055
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,white wheat malt,white wheat,1.5,,wheat,10.178117048346055
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,honey malt,honey,0.5,,adjunct,3.3927056827820183
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Weyermann CaraRed malt,Weyermann CaraRed,0.4375,,crystal,2.968617472434266
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Pilsner malt,Pilsner,12.0,,base,88.88888888888889
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Munich malt,Munich,0.5,9.0,base,3.7037037037037033
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Briess Carapils,Briess Carapils,0.5,,crystal,3.7037037037037033
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,flaked wheat,flaked wheat,0.5,,wheat,3.7037037037037033
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,pale malt,pale,9.75,,base,76.47058823529412
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,amber malt,amber,1.25,,specialty,9.803921568627452
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,brown malt,brown,1.0,,specialty,7.8431372549019605
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,Special B malt,Special B,0.5,,specialty,3.9215686274509802
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,acidulated malt,acidulated,0.25,,specialty,1.9607843137254901
129,Deer Crossing Kellerbier,HELLES,OTHER,2019.0,BestMalz Pilsner malt,BestMalz Pilsner,8.7,,base,95.60439560439559
129,Deer Crossing Kellerbier,HELLES,OTHER,2019.0,Weyermann Munich I malt,Weyermann Munich I,0.25,,base,2.7472527472527473
129,Deer Crossing Kellerbier,HELLES,OTHER,2019.0,melanoidin malt,melanoidin,0.15,,specialty,1.6483516483516485
130,A2 Brew Tay,IPA,IPA,2019.0,light liquid malt extract,light liquid malt extract,4.0,,specialty,50.0
130,A2 Brew Tay,IPA,IPA,2019.0,US 2-row pale malt,US 2-row pale,2.75,,base,34.375
130,A2 Brew Tay,IPA,IPA,2019.0,flaked maize,flaked maize,1.25,,adjunct,15.625
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,Maris Otter pale malt,Maris Otter pale,5.5,,base,56.41025641025641
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,light Munich malt,light Munich,3.0,,base,30.76923076923077
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,77\u00b0L Crisp crystal malt,77\u00b0L Crisp crystal,0.5,227.0,crystal,5.128205128205128
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,60\u00b0L Crisp brown malt,60\u00b0L Crisp brown,0.5,227.0,specialty,5.128205128205128
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,200\u00b0L pale chocolate malt,200\u00b0L pale chocolate,0.25,113.0,base,2.564102564102564
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,Vienna malt,Vienna,10.0,,base,50.0
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,pale malt,pale,6.0,,base,30.0
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,10\u00b0L crystal malt,10\u00b0L crystal,2.0,,crystal,10.0
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,melanoidin malt,melanoidin,1.0,,specialty,5.0
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,Briess Midnight Wheat Malt,Briess Midnight Wheat,1.0,,wheat,5.0
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,Maris Otter malt,Maris Otter,8.75,,base,76.08695652173914
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,60\u00b0L crystal malt,60\u00b0L crystal,0.75,,crystal,6.521739130434782
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,Victory malt,Victory,0.75,,specialty,6.521739130434782
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,Weyermann Caramunich I malt,Weyermann Caramunich I,0.5,,base,4.3478260869565215
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,Weyermann Munich II malt,Weyermann Munich II,0.5,,base,4.3478260869565215
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,chocolate malt,chocolate,0.25,,roast,2.1739130434782608
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Rahr 2-Row,Rahr 2-Row,11.0,,base,89.79591836734694
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Crisp Crystal 60L,Crisp Crystal 60L,1.25,,crystal,10.204081632653061
135,Puna Coast Black Lager,DARK LAGER,LAGER,2002.0,Pilsener pale malt,Pilsener pale,8.5,,base,93.15068493150685
135,Puna Coast Black Lager,DARK LAGER,LAGER,2002.0,Belgian aromatic malt,Belgian aromatic,0.25,,specialty,2.73972602739726
135,Puna Coast Black Lager,DARK LAGER,LAGER,2002.0,German Caraffe or Belgian debittered black malt,German Caraffe or Belgian debittered black,0.375,,crystal,4.10958904109589
136,Stone 7th Anniversary Ale,AMERICAN PALE ALE,IPA,2006.0,two-row pale malt,two-row pale,12.8,,base,88.58131487889274
136,Stone 7th Anniversary Ale,AMERICAN PALE ALE,IPA,2006.0,60 L caramel malt,60 L caramel,0.98,,crystal,6.782006920415225
136,Stone 7th Anniversary Ale,AMERICAN PALE ALE,IPA,2006.0,Victory malt,Victory,0.67,,specialty,4.6366782006920415
137,Velveteen Caramel,AMBER ALE,AMBER_ALE,2012.0,Pilsner malt,Pilsner,7.0,,base,73.68421052631578
137,Velveteen Caramel,AMBER ALE,AMBER_ALE,2012.0,chocolate malt,chocolate,0.75,,roast,7.894736842105263
137,Velveteen Caramel,AMBER ALE,AMBER_ALE,2012.0,caramel malt 140\u00b0L,caramel malt 140\u00b0L,0.75,,crystal,7.894736842105263
137,Velveteen Caramel,AMBER ALE,AMBER_ALE,2012.0,demerara sugar,demerara sugar,1.0,,adjunct,10.526315789473683
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Briess Two-row Brewers Malt,Briess Two-row Brewers,10.0,1.8,specialty,75.01875468867216
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Briess Pale Malt,Briess Pale,2.83,3.5,base,21.230307576894226
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Briess Caramel,Briess Caramel,0.5,40.0,crystal,3.7509377344336086
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,Pilsner malt,Pilsner,5.5,,base,49.695053083352164
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,wheat malt,wheat,2.75,,wheat,24.847526541676082
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,flaked oats,flaked oats,1.13,,adjunct,10.210074542579624
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,120\u00b0L crystal malt,120\u00b0L crystal,1.0,,crystal,9.03546419697312
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,D-90 candi syrup,D-90 candi syrup,0.5625,,specialty,5.08244861079738
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,chocolate wheat malt,chocolate wheat,0.125,,roast,1.12943302462164
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,pale malt,pale,15.0,,base,34.48275862068966
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,Vienna malt,Vienna,5.0,,base,11.494252873563218
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,Munich malt 10\u00b0L,Munich malt 10\u00b0L,5.0,10.0,base,11.494252873563218
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,chocolate malt 350\u00b0L,chocolate malt 350\u00b0L,2.0,350.0,roast,4.597701149425287
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,roast barley 300\u00b0L,roast barley 300\u00b0L,2.0,300.0,roast,4.597701149425287
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,caramel malt 75\u00b0L,caramel malt 75\u00b0L,1.5,75.0,crystal,3.4482758620689653
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,Briess Blackprinz malt,Briess Blackprinz,1.0,,roast,2.2988505747126435
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,extra light dry malt extract,extra light dry malt extract,12.0,,specialty,27.586206896551722
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,2-row pale malt,2-row pale,13.5,,base,86.31713554987212
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,dark Munich malt,dark Munich,0.75,,base,4.795396419437339
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Caramunich I malt,Caramunich I,0.38,,base,2.4296675191815855
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,melanoidan malt,melanoidan,0.38,,specialty,2.4296675191815855
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Special B malt,Special B,0.38,,specialty,2.4296675191815855
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,acidulated malt,acidulated,0.25,,specialty,1.59846547314578
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,Belgian Pilsner malt,Belgian Pilsner,21.0,,base,80.76923076923077
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,torrified wheat,torrified wheat,1.5,,wheat,5.769230769230769
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,light Munich malt,light Munich,1.5,,base,5.769230769230769
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,table sugar (sucrose),table sugar (sucrose),2.0,,adjunct,7.6923076923076925
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,2-row pale ale malt,2-row pale ale,8.0,1.8,base,72.72727272727273
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Victory malt,Victory,1.0,,specialty,9.090909090909092
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,honey malt,honey,1.0,,adjunct,9.090909090909092
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,turbinado sugar,turbinado sugar,1.0,,adjunct,9.090909090909092
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,Maris Otter English 2-row malt,Maris Otter English 2-row,6.5,,base,81.25
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,Simpson's Double Roasted Crystal 120\u00b0L,Simpson's Double Roasted Crystal 120\u00b0L,0.75,,crystal,9.375
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,English brown malt,English brown,0.75,,specialty,9.375
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Light Munich malt,Light Munich,13.0,,base,65.0
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Belgian Pilsner malt,Belgian Pilsner,5.0,,base,25.0
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Caramunich malt,Caramunich,0.5,,base,2.5
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Special B malt,Special B,0.5,,specialty,2.5
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,60\u00b0L crystal malt,60\u00b0L crystal,0.5,,crystal,2.5
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Debittered chocolate malt,Debittered chocolate,0.25,,roast,1.25
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Carafa Special II,Carafa Special II,0.25,,crystal,1.25
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,pale malt,pale,10.0,,base,74.07407407407408
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,flaked oats,flaked oats,1.0,,adjunct,7.4074074074074066
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,flaked wheat,flaked wheat,1.0,,wheat,7.4074074074074066
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Carapils malt,Carapils,0.75,,crystal,5.555555555555555
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,turbinado sugar,turbinado sugar,0.75,,adjunct,5.555555555555555
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,British pale two-row malt,British pale two-row,8.0,,base,75.25870178739417
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Belgian aromatic malt,Belgian aromatic,0.5,,specialty,4.703668861712136
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,dextrin malt,dextrin,0.5,,specialty,4.703668861712136
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,flaked barley,flaked barley,0.5,,adjunct,4.703668861712136
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,roasted barley,roasted barley,0.13,,roast,1.2229539040451551
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Special B malt,Special B,0.25,,specialty,2.351834430856068
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,crystal malt,crystal,0.5,,crystal,4.703668861712136
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Centennial pellet hops,Centennial pellet hops,0.0625,,specialty,0.587958607714017
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Amarillo Gold pellet hops,Amarillo Gold pellet hops,0.0625,,specialty,0.587958607714017
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Cascade pellet hops,Cascade pellet hops,0.0625,,specialty,0.587958607714017
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Amarillo Gold whole hops,Amarillo Gold whole hops,0.0625,,specialty,0.587958607714017
