recipe_id,recipe_title,style,style_group,year,hop_name,hop_name_normalized,amount_oz,alpha_acid_pct,usage,time_min,hop_type,batch_size_gal,oz_per_gal,biotransformation
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Cascade,Cascade,0.75,5.75,FWH,0.0,fwh,5.5,0.13636363636363635,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Chinook,Chinook,0.75,12.8,FWH,0.0,fwh,5.5,0.13636363636363635,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Centennial,Centennial,0.75,10.0,FWH,0.0,fwh,5.5,0.13636363636363635,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Cascade,Cascade,1.25,5.75,boil,1.0,flavor,5.5,0.22727272727272727,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Chinook,Chinook,1.25,12.8,boil,1.0,flavor,5.5,0.22727272727272727,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Centennial,Centennial,1.25,10.0,boil,1.0,flavor,5.5,0.22727272727272727,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Cascade,Cascade,1.0,5.75,dry hop,120.0,dry_hop,5.5,0.18181818181818182,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Chinook,Chinook,2.0,12.8,dry hop,120.0,dry_hop,5.5,0.36363636363636365,
0,Big Blimp! Barleywine (2019),UK/US STRONG ALE,STRONG_ALE,2019.0,Centennial,Centennial,1.0,10.0,dry hop,120.0,dry_hop,5.5,0.18181818181818182,
1,Freya’s Locks Blonde Ale,BLONDE ALE,BLONDE_PALE,,Summit,Summit,0.33,17.0,boil,60.0,bittering,5.0,0.066,
1,Freya’s Locks Blonde Ale,BLONDE ALE,BLONDE_PALE,,Willamette,Willamette,0.5,5.0,boil,0.0,other,5.0,0.1,
2,Lines on the Map English Strong Ale,UK/US STRONG ALE,STRONG_ALE,2023.0,Goldings,Goldings,3.0,5.0,boil,60.0,bittering,5.0,0.6,
2,Lines on the Map English Strong Ale,UK/US STRONG ALE,STRONG_ALE,2023.0,Goldings,Goldings,1.0,5.0,flameout,0.0,aroma,5.0,0.2,
2,Lines on the Map English Strong Ale,UK/US STRONG ALE,STRONG_ALE,2023.0,Goldings,Goldings,1.0,5.0,dry hop,,dry_hop,5.0,0.2,
3,Wee Heavy/Strong Scotch Ale,AMBER ALE,AMBER_ALE,2017.0,East Kent Goldings,East Kent Goldings,3.0,5.0,boil,60.0,bittering,5.5,0.5454545454545454,
4,O’Davey Irish Red Ale,AMBER ALE,AMBER_ALE,2021.0,Willamette,Willamette,0.75,6.0,boil,60.0,bittering,5.0,0.15,
4,O’Davey Irish Red Ale,AMBER ALE,AMBER_ALE,2021.0,East Kent Goldings,East Kent Goldings,1.0,4.7,boil,10.0,flavor,5.0,0.2,
5,Nearly Nirvana Pale Ale,AMERICAN PALE ALE,IPA,2023.0,Cascade,Cascade,1.0,,boil,75.0,bittering,5.0,0.2,
5,Nearly Nirvana Pale Ale,AMERICAN PALE ALE,IPA,2023.0,Cascade,Cascade,1.0,,boil,60.0,bittering,5.0,0.2,
5,Nearly Nirvana Pale Ale,AMERICAN PALE ALE,IPA,2023.0,Cascade,Cascade,1.0,,boil,15.0,flavor,5.0,0.2,
5,Nearly Nirvana Pale Ale,AMERICAN PALE ALE,IPA,2023.0,Cascade,Cascade,1.0,,boil,5.0,flavor,5.0,0.2,
6,Opus Coffee Baltic Porter,COFFEE BEER,OTHER,2019.0,Magnum,Magnum,0.8,11.1,first wort,0.0,other,5.5,0.14545454545454548,
6,Opus Coffee Baltic Porter,COFFEE BEER,OTHER,2019.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,1.0,4.0,whirlpool,90.0,aroma,5.5,0.18181818181818182,
7,LTHD22 Hoppy Amber Ale,AMBER ALE,AMBER_ALE,2022.0,Nugget,Nugget,0.4,,boil,60.0,bittering,1.0,0.4,
7,LTHD22 Hoppy Amber Ale,AMBER ALE,AMBER_ALE,2022.0,Amarillo,Amarillo,0.25,,boil,15.0,flavor,1.0,0.25,
7,LTHD22 Hoppy Amber Ale,AMBER ALE,AMBER_ALE,2022.0,East Kent Goldings,East Kent Goldings,0.25,,boil,0.0,other,1.0,0.25,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Polaris,Polaris,0.5,20.0,boil,60.0,bittering,5.0,0.1,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Zamba\u2122,Zamba\u2122,0.5,10.0,boil,60.0,bittering,5.0,0.1,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Polaris,Polaris,1.0,20.0,whirlpool,,aroma,5.0,0.2,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Zamba\u2122,Zamba\u2122,1.0,10.0,whirlpool,,aroma,5.0,0.2,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Polaris,Polaris,1.5,20.0,dry hop,,dry_hop,5.0,0.3,
8,Star Gazer Hazy Double IPA,IMPERIAL / DOUBLE IPA,IPA,2021.0,Zamba\u2122,Zamba\u2122,1.5,10.0,dry hop,,dry_hop,5.0,0.3,
9,Dark Inception Imperial Porter,PORTER,PORTER,2022.0,Cascade,Cascade,1.0,6.0,boil,60.0,bittering,5.0,0.2,
9,Dark Inception Imperial Porter,PORTER,PORTER,2022.0,Cascade,Cascade,0.5,6.0,boil,15.0,flavor,5.0,0.1,
10,Cherry Chica Stout with Julia Herz,STOUT,STOUT,1998.0,Magnum,Magnum,1.0,,boil,45.0,bittering,5.0,0.2,
10,Cherry Chica Stout with Julia Herz,STOUT,STOUT,1998.0,Magnum,Magnum,0.5,,boil,15.0,flavor,5.0,0.1,
10,Cherry Chica Stout with Julia Herz,STOUT,STOUT,1998.0,Magnum,Magnum,0.5,,end of boil/dry hop,0.0,other,5.0,0.1,
11,Raison d’Saison with Elizabeth Burgess,SAISON,BELGIAN,,Hallertau,Hallertau,1.7,4.0,boil,60.0,bittering,5.0,0.33999999999999997,
11,Raison d’Saison with Elizabeth Burgess,SAISON,BELGIAN,,Hallertau,Hallertau,0.75,4.0,flameout,0.0,aroma,5.0,0.15,
12,American Pale Ale with Shawna Cormier,AMERICAN PALE ALE,IPA,,Horizon hops,Horizon,0.66,13.0,boil,60.0,bittering,5.0,0.132,
12,American Pale Ale with Shawna Cormier,AMERICAN PALE ALE,IPA,,Cascade hops,Cascade,0.5,6.0,boil,10.0,flavor,5.0,0.1,
12,American Pale Ale with Shawna Cormier,AMERICAN PALE ALE,IPA,,Centennial hops,Centennial,0.5,9.0,boil,10.0,flavor,5.0,0.1,
12,American Pale Ale with Shawna Cormier,AMERICAN PALE ALE,IPA,,Cascade hops,Cascade,0.5,6.0,boil,0.0,other,5.0,0.1,
12,American Pale Ale with Shawna Cormier,AMERICAN PALE ALE,IPA,,Centennial hops,Centennial,0.5,9.0,boil,0.0,other,5.0,0.1,
13,Kuhn’s Pilsner,GERMAN PILSNER,LAGER,2021.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,0.33,4.3,first wort,0.0,other,3.0,0.11,
13,Kuhn’s Pilsner,GERMAN PILSNER,LAGER,2021.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,0.875,4.3,boil,60.0,bittering,3.0,0.2916666666666667,
13,Kuhn’s Pilsner,GERMAN PILSNER,LAGER,2021.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,0.66,4.3,boil,10.0,flavor,3.0,0.22,
13,Kuhn’s Pilsner,GERMAN PILSNER,LAGER,2021.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,0.125,4.3,hop stand,30.0,aroma,3.0,0.041666666666666664,
14,Malzwein Alt Barley Wine,BARLEYWINE,STRONG_ALE,2011.0,German Northern Brewer,German Northern Brewer,6.0,,boil,60.0,bittering,5.0,1.2,
14,Malzwein Alt Barley Wine,BARLEYWINE,STRONG_ALE,2011.0,German Hallertau,German Hallertau,1.5,,boil,10.0,flavor,5.0,0.3,
14,Malzwein Alt Barley Wine,BARLEYWINE,STRONG_ALE,2011.0,Saaz,Saaz,1.5,,end of boil,0.0,other,5.0,0.3,
15,Winter Bock,BOCK,LAGER,2011.0,Hallertauer Mittelfruh,Hallertauer Mittelfruh,2.25,5.0,boil,60.0,bittering,5.0,0.45,
15,Winter Bock,BOCK,LAGER,2011.0,Hallertauer Mittelfruh,Hallertauer Mittelfruh,0.75,5.0,boil,10.0,flavor,5.0,0.15,
16,Yellow Rose SMaSH,AMERICAN IPA,IPA,2021.0,Mosaic,Mosaic,0.75,12.25,boil,60.0,bittering,5.5,0.13636363636363635,
16,Yellow Rose SMaSH,AMERICAN IPA,IPA,2021.0,Mosaic,Mosaic,0.25,12.25,boil,30.0,flavor,5.5,0.045454545454545456,
16,Yellow Rose SMaSH,AMERICAN IPA,IPA,2021.0,Mosaic,Mosaic,0.75,12.25,boil,20.0,flavor,5.5,0.13636363636363635,
16,Yellow Rose SMaSH,AMERICAN IPA,IPA,2021.0,Mosaic,Mosaic,0.25,12.25,boil,0.0,other,5.5,0.045454545454545456,
16,Yellow Rose SMaSH,AMERICAN IPA,IPA,2021.0,Mosaic,Mosaic,1.0,12.25,dry hop,,dry_hop,5.5,0.18181818181818182,True
17,Lucky 13 Dark Mild,MILD,OTHER,2021.0,East Kent Goldings,East Kent Goldings,1.0,,boil,60.0,bittering,5.0,0.2,
18,Canoe-Chuck Lager,AMERICAN LAGER,LAGER,2021.0,Czech Saaz,Czech Saaz,0.75,3.8,boil,45.0,bittering,5.0,0.15,
19,Black Is Beautiful Imperial Stout (Countdown Brewing Version),IMPERIAL STOUT,STOUT,2021.0,Columbus,Columbus,1.0,13.0,boil,60.0,bittering,3.0,0.3333333333333333,
19,Black Is Beautiful Imperial Stout (Countdown Brewing Version),IMPERIAL STOUT,STOUT,2021.0,Cascade,Cascade,1.0,4.5,boil,20.0,flavor,3.0,0.3333333333333333,
19,Black Is Beautiful Imperial Stout (Countdown Brewing Version),IMPERIAL STOUT,STOUT,2021.0,Cascade,Cascade,1.0,4.5,boil,10.0,flavor,3.0,0.3333333333333333,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,UK Target,UK Target,0.5,11.0,boil,60.0,bittering,5.0,0.1,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,UK Northdown,UK Northdown,0.25,8.5,boil,15.0,flavor,5.0,0.05,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,UK Challenger,UK Challenger,0.25,7.5,boil,15.0,flavor,5.0,0.05,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,East Kent Golding,East Kent Golding,0.5,4.75,dry hop in primary,,other,5.0,0.1,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,East Kent Golding,East Kent Golding,0.5,4.75,dry hop in secondary,,other,5.0,0.1,
20,Fuller’s Chiswick Bitter Clone,ENGLISH BITTER,OTHER,2021.0,East Kent Golding,East Kent Golding,0.5,4.75,dry hop in keg/cask,,other,5.0,0.1,
21,Mad About Saison,BELGIAN ALE,BELGIAN,2018.0,Magnum,Magnum,0.5,11.9,boil,60.0,bittering,6.0,0.08333333333333333,
21,Mad About Saison,BELGIAN ALE,BELGIAN,2018.0,Galaxy,Galaxy,0.5,17.3,hop stand,20.0,aroma,6.0,0.08333333333333333,
21,Mad About Saison,BELGIAN ALE,BELGIAN,2018.0,Galaxy,Galaxy,1.0,17.3,dry hop,120.0,dry_hop,6.0,0.16666666666666666,
22,Witty Dutchman Witbier,BELGIAN ALE,BELGIAN,2019.0,Northern Brewer,Northern Brewer,0.7,7.0,boil,60.0,bittering,5.0,0.13999999999999999,
23,Summer Wheat,AMERICAN WHEAT,WHEAT_BEER,2021.0,Cascade,Cascade,1.0,4.0,boil,60.0,bittering,6.0,0.16666666666666666,
23,Summer Wheat,AMERICAN WHEAT,WHEAT_BEER,2021.0,Fuggle,Fuggle,1.0,5.2,boil,20.0,flavor,6.0,0.16666666666666666,
23,Summer Wheat,AMERICAN WHEAT,WHEAT_BEER,2021.0,Liberty,Liberty,0.5,4.0,boil,0.0,other,6.0,0.08333333333333333,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Magnum,Magnum,0.14,12.0,FWH,15.0,fwh,6.0,0.023333333333333334,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Citra,Citra,1.2,13.4,whirlpool,20.0,aroma,6.0,0.19999999999999998,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Galaxy,Galaxy,1.2,15.9,whirlpool,20.0,aroma,6.0,0.19999999999999998,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Mosaic,Mosaic,1.2,11.6,whirlpool,20.0,aroma,6.0,0.19999999999999998,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Citra,Citra,1.8,13.4,dry hop,0.0,dry_hop,6.0,0.3,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Galaxy,Galaxy,1.8,15.9,dry hop,0.0,dry_hop,6.0,0.3,
24,Em Day’s Pale Ale,AMERICAN PALE ALE,IPA,2021.0,Mosaic,Mosaic,1.8,11.6,dry hop,0.0,dry_hop,6.0,0.3,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Chinook,Chinook,0.25,,First Wort Hop,,other,5.0,0.05,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Columbus,Columbus,0.25,,First Wort Hop,,other,5.0,0.05,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Warrior,Warrior,0.5,,boil,90.0,bittering,5.0,0.1,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Warrior,Warrior,0.25,,boil,60.0,bittering,5.0,0.05,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Columbus,Columbus,0.33,,boil,30.0,flavor,5.0,0.066,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Galena,Galena,0.33,,boil,15.0,flavor,5.0,0.066,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Galena,Galena,0.5,,boil,0.0,other,5.0,0.1,
25,"Quad-Boiled, Non-Stopped, Big Hopped & Pretzel-Topped Double India Pale Ale",SPECIALTY IPA,IPA,2006.0,Columbus,Columbus,0.5,,dry hop,,dry_hop,5.0,0.1,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,US Northern Brewer pellet hops,US Northern Brewer pellet,1.25,5.1,mash,0.0,other,5.0,0.25,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,US Northern Brewer pellet hops,US Northern Brewer pellet,1.25,5.1,boil,60.0,bittering,5.0,0.25,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,US Northern Brewer pellet hops,US Northern Brewer pellet,0.75,5.1,boil,15.0,flavor,5.0,0.15,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,Cascade pellet hops,Cascade pellet,1.25,5.6,boil,10.0,flavor,5.0,0.25,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,Cascade whole hops,Cascade whole,1.75,5.8,hopback,0.0,other,5.0,0.35,
26,Janet’s Brown Ale – Big Brew 2021,AMERICAN BROWN ALE,BROWN_ALE,2021.0,Centennial pellet hops,Centennial pellet,1.75,10.5,dry hop,,dry_hop,5.0,0.35,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Cascade,Cascade,0.75,5.75,FWH,0.0,fwh,5.5,0.13636363636363635,False
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Chinook,Chinook,0.75,12.8,FWH,0.0,fwh,5.5,0.13636363636363635,False
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Centennial,Centennial,0.75,10.0,FWH,0.0,fwh,5.5,0.13636363636363635,False
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Cascade,Cascade,1.25,5.75,boil,1.0,flavor,5.5,0.22727272727272727,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Chinook,Chinook,1.25,12.8,boil,1.0,flavor,5.5,0.22727272727272727,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Centennial,Centennial,1.25,10.0,boil,1.0,flavor,5.5,0.22727272727272727,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Cascade,Cascade,1.0,5.75,dry hop,0.0,dry_hop,5.5,0.18181818181818182,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Chinook,Chinook,2.0,12.8,dry hop,0.0,dry_hop,5.5,0.36363636363636365,
27,Big Bimp! American Barleywine,BARLEYWINE,STRONG_ALE,2019.0,Centennial,Centennial,1.0,10.0,dry hop,0.0,dry_hop,5.5,0.18181818181818182,
28,Baltic Bliss,PORTER,PORTER,2021.0,Magnum,Magnum,1.0,11.8,boil,60.0,bittering,6.0,0.16666666666666666,
28,Baltic Bliss,PORTER,PORTER,2021.0,Hallertau Mittelfr\u00fch,Hallertau Mittelfr\u00fch,1.5,3.9,boil,15.0,flavor,6.0,0.25,
29,Easy Peasy American Lager,PALE LAGER,LAGER,2021.0,Liberty,Liberty,0.25,4.0,steep,20.0,other,2.0,0.125,
30,Full Stop Stout,IRISH STOUT,STOUT,2021.0,Nugget,Nugget,0.75,11.0,boil,60.0,bittering,5.0,0.15,
30,Full Stop Stout,IRISH STOUT,STOUT,2021.0,Galena,Galena,0.5,11.0,boil,30.0,flavor,5.0,0.1,
30,Full Stop Stout,IRISH STOUT,STOUT,2021.0,East Kent Goldings,East Kent Goldings,0.5,4.5,boil,10.0,flavor,5.0,0.1,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Cascade,US Cascade,0.9876717402423324,6.0,flameout,0.0,aroma,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Tomahawk,US Tomahawk,2.3633573784370094,16.8,boil,60.0,bittering,5.0,0.47267147568740187,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Centennial,US Centennial,0.9876717402423324,10.5,boil,15.0,flavor,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Cascade,US Cascade,0.9876717402423324,6.0,boil,5.0,flavor,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Tomahawk,US Tomahawk,0.9876717402423324,16.8,boil,2.0,flavor,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Cascade,US Cascade,0.9876717402423324,6.0,boil,0.0,other,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Centennial,US Centennial,0.9876717402423324,10.5,boil,0.0,other,5.0,0.19753434804846648,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Cascade,US Cascade,2.0106174712076053,6.0,dry,,other,5.0,0.40212349424152105,
31,Old School Barleywine,UK/US STRONG ALE,STRONG_ALE,,US Centennial,US Centennial,0.9876717402423324,10.5,dry,,other,5.0,0.19753434804846648,
32,Columbus Pale Ale,PALE ALE,IPA,,Columbus,Columbus,0.5,13.9,boil,60.0,bittering,5.0,0.1,
32,Columbus Pale Ale,PALE ALE,IPA,,Columbus,Columbus,0.5,13.9,boil,15.0,flavor,5.0,0.1,
32,Columbus Pale Ale,PALE ALE,IPA,,Columbus,Columbus,0.5,13.9,boil,5.0,flavor,5.0,0.1,
32,Columbus Pale Ale,PALE ALE,IPA,,Columbus,Columbus,1.0,13.9,boil,0.0,other,5.0,0.2,
32,Columbus Pale Ale,PALE ALE,IPA,,Centennial,Centennial,1.5,10.9,dry,,other,5.0,0.3,
33,Zek’s Porter,Baltic Porter,PORTER,,Lublin Hops,Lublin,2.9,3.5,boil,60.0,bittering,5.0,0.58,
33,Zek’s Porter,Baltic Porter,PORTER,,Lublin Hops,Lublin,1.0,3.5,boil,15.0,flavor,5.0,0.2,
34,Mad Jack’s Hoppy Amber Ale,AMBER ALE,AMBER_ALE,,Centennial,Centennial,1.0,9.3,boil,60.0,bittering,5.0,0.2,
34,Mad Jack’s Hoppy Amber Ale,AMBER ALE,AMBER_ALE,,Cascade,Cascade,1.0,6.5,boil,5.0,flavor,5.0,0.2,
34,Mad Jack’s Hoppy Amber Ale,AMBER ALE,AMBER_ALE,,Cascade,Cascade,1.0,6.5,dry hop,,dry_hop,5.0,0.2,
35,Stale Doughnut Belgian Pale Ale,BELGIAN ALE,BELGIAN,2020.0,Cascade,Cascade,0.5,7.3,first wort,0.0,other,5.5,0.09090909090909091,
35,Stale Doughnut Belgian Pale Ale,BELGIAN ALE,BELGIAN,2020.0,German Spalt Select,German Spalt Select,0.25,6.5,first wort,0.0,other,5.5,0.045454545454545456,
35,Stale Doughnut Belgian Pale Ale,BELGIAN ALE,BELGIAN,2020.0,Cascade,Cascade,0.3,7.3,boil,20.0,flavor,5.5,0.05454545454545454,
35,Stale Doughnut Belgian Pale Ale,BELGIAN ALE,BELGIAN,2020.0,German Spalt Select,German Spalt Select,0.25,6.5,boil,20.0,flavor,5.5,0.045454545454545456,
36,Kumquat Citra Sour,FRUIT BEER,OTHER,2020.0,Magnum,Magnum,0.5,12.0,boil,60.0,bittering,5.5,0.09090909090909091,
36,Kumquat Citra Sour,FRUIT BEER,OTHER,2020.0,Citra Cryo Hops,Citra Cryo,3.2,25.0,dry hop,0.0,dry_hop,5.5,0.5818181818181819,
36,Kumquat Citra Sour,FRUIT BEER,OTHER,2020.0,Citra,Citra,2.1,12.0,dry hop,0.0,dry_hop,5.5,0.38181818181818183,
36,Kumquat Citra Sour,FRUIT BEER,OTHER,2020.0,Loral Cryo Hops,Loral Cryo,1.1,19.5,dry hop,0.0,dry_hop,5.5,0.2,
37,Nilsson American Wheat Ale,WHEAT & RYE BEER,WHEAT_BEER,2020.0,Wakatu,Wakatu,0.5,7.1,boil,45.0,bittering,5.0,0.1,
37,Nilsson American Wheat Ale,WHEAT & RYE BEER,WHEAT_BEER,2020.0,Wakatu,Wakatu,0.4938358701211662,7.1,steep,30.0,other,5.0,0.09876717402423324,
38,Simply Bone Idle Bitter,AMBER ALE,AMBER_ALE,2020.0,WGV (Whitbread Golding Variety),WGV (Whitbread Golding Variety),1.75,,steep,30.0,other,5.0,0.35,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Cascade,Cascade,1.0,7.0,boil,90.0,bittering,6.0,0.16666666666666666,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Willamette,Willamette,1.5,4.5,boil,15.0,flavor,6.0,0.25,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Cascade,Cascade,1.5,7.0,boil,5.0,flavor,6.0,0.25,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Simcoe,Simcoe,1.0,12.7,boil,0.0,other,6.0,0.16666666666666666,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Cascade,Cascade,1.0,7.0,dry hop,0.0,dry_hop,6.0,0.16666666666666666,
39,West Seattle Amber Ale,AMBER ALE,AMBER_ALE,2020.0,Willamette,Willamette,0.5,4.5,dry hop,0.0,dry_hop,6.0,0.08333333333333333,
40,Surly Coffee Bender,BROWN ALE,BROWN_ALE,2020.0,Warrior,Warrior,0.7,15.0,boil,60.0,bittering,5.0,0.13999999999999999,
40,Surly Coffee Bender,BROWN ALE,BROWN_ALE,2020.0,Glacier,Glacier,0.5,5.6,flameout,0.0,aroma,5.0,0.1,
40,Surly Coffee Bender,BROWN ALE,BROWN_ALE,2020.0,Willamette,Willamette,0.5,5.5,flameout,0.0,aroma,5.0,0.1,
41,Avocado Saison,BELGIAN ALE,BELGIAN,2019.0,Legacy,Legacy,0.8,8.0,boil,60.0,bittering,10.0,0.08,
41,Avocado Saison,BELGIAN ALE,BELGIAN,2019.0,Legacy,Legacy,0.5,8.0,boil,15.0,flavor,10.0,0.05,
41,Avocado Saison,BELGIAN ALE,BELGIAN,2019.0,Styrian Goldings,Styrian Goldings,0.5,5.4,boil,15.0,flavor,10.0,0.05,
41,Avocado Saison,BELGIAN ALE,BELGIAN,2019.0,Styrian Goldings,Styrian Goldings,2.0,5.4,whirlpool,15.0,aroma,10.0,0.2,
42,Saison Tropicale,BELGIAN ALE,BELGIAN,2012.0,Sterling,Sterling,0.6,9.0,boil,85.0,bittering,5.5,0.10909090909090909,
42,Saison Tropicale,BELGIAN ALE,BELGIAN,2012.0,Saaz,Saaz,0.5,4.0,boil,30.0,flavor,5.5,0.09090909090909091,
44,Cariño Sour,BERLINER WEISSE,SOUR,2016.0,Willamette,Willamette,0.25,,boil,15.0,flavor,2.0,0.125,
46,Dubious Dubbel,BELGIAN ALE,BELGIAN,2012.0,Styrian Goldings,Styrian Goldings,0.75,4.6,boil,60.0,bittering,5.0,0.15,
46,Dubious Dubbel,BELGIAN ALE,BELGIAN,2012.0,Saaz,Saaz,1.0,4.0,boil,15.0,flavor,5.0,0.2,
47,Mild Ale #3,AMBER ALE,AMBER_ALE,2013.0,UK Fuggle hops,UK Fuggle,1.0,4.5,boil,60.0,bittering,6.0,0.16666666666666666,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Columbus,Columbus,1.0,,boil,60.0,bittering,5.0,0.2,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Centennial,Centennial,1.0,,boil,20.0,flavor,5.0,0.2,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Centennial,Centennial,1.0,,boil,10.0,flavor,5.0,0.2,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Cascade,Cascade,1.0,,boil,10.0,flavor,5.0,0.2,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Cascade,Cascade,1.0,,flameout,0.0,aroma,5.0,0.2,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Centennial,Centennial,2.0,,dry hop,120.0,dry_hop,5.0,0.4,
48,Quarantine American IPA,AMERICAN IPA,IPA,,Columbus,Columbus,1.0,,dry hop,120.0,dry_hop,5.0,0.2,
49,Solstice American Stout,AMERICAN STOUT,STOUT,2020.0,Northern Brewer,Northern Brewer,1.0,8.0,boil,60.0,bittering,5.0,0.2,
49,Solstice American Stout,AMERICAN STOUT,STOUT,2020.0,HBC 342 (Experimental),HBC 342 (Experimental),1.0,10.9,boil,5.0,flavor,5.0,0.2,
