recipe_id,recipe_title,style,style_group,year,hop_name,hop_name_normalized,amount_oz,alpha_acid_pct,usage,time_min,hop_type,batch_size_gal,oz_per_gal,biotransformation
116,Mt. Brandon Irish Stout,IRISH STOUT,STOUT,2016.0,UK Kent Golding,UK Kent Golding,0.5,5.7,boil,15.0,flavor,5.0,0.1,
117,Aztec-style Brown Ale,BROWN ALE,BROWN_ALE,2016.0,"Cascade, Willamette, or similar","Cascade, Willamette, or similar",1.0,5.0,boil,60.0,bittering,5.0,0.2,
117,Aztec-style Brown Ale,BROWN ALE,BROWN_ALE,2016.0,aroma hop,aroma,0.5,,end of boil,1.0,other,5.0,0.1,
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,Magnum,Magnum,3.5,14.0,boil,60.0,bittering,6.0,0.5833333333333334,
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,Amarillo Gold,Amarillo Gold,2.5,8.5,steep,,other,6.0,0.4166666666666667,
118,Two Blue Dogs Barleywine,BARLEYWINE,STRONG_ALE,2011.0,Centennial,Centennial,1.5,10.0,steep,,other,6.0,0.25,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Columbus whole leaf hops,Columbus whole leaf,2.0,14.0,FWH,0.0,fwh,5.5,0.36363636363636365,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Columbus pellet hops,Columbus pellet,2.0,14.0,boil,60.0,bittering,5.5,0.36363636363636365,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Citra pellet hops,Citra pellet,2.0,12.0,whirlpool,30.0,aroma,5.5,0.36363636363636365,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Mosaic pellet hops,Mosaic pellet,2.0,12.25,whirlpool,30.0,aroma,5.5,0.36363636363636365,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Citra pellet hops,Citra pellet,1.0,12.0,dry hop,,dry_hop,5.5,0.18181818181818182,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Mosaic pellet hops,Mosaic pellet,1.0,12.25,dry hop,,dry_hop,5.5,0.18181818181818182,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Citra pellet hops,Citra pellet,1.0,12.0,dry hop,,dry_hop,5.5,0.18181818181818182,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Mosaic pellet hops,Mosaic pellet,1.0,12.25,dry hop,,dry_hop,5.5,0.18181818181818182,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Citra Cryo Hops,Citra Cryo,1.0,26.0,dry hop,,dry_hop,5.5,0.18181818181818182,
119,Battlecow Galacticose New England IPA (Partial Mash),HAZY / NEW ENGLAND IPA,IPA,2019.0,Mosaic Cryo Hops,Mosaic Cryo,1.0,26.0,dry hop,,dry_hop,5.5,0.18181818181818182,
120,Trans-Atlantic Blonde Ale,BLONDE ALE,BLONDE_PALE,2019.0,Magnum hops,Magnum,0.5,12.0,boil,60.0,bittering,5.5,0.09090909090909091,
120,Trans-Atlantic Blonde Ale,BLONDE ALE,BLONDE_PALE,2019.0,Willamette hops,Willamette,0.5,5.5,whirlpool,20.0,aroma,5.5,0.09090909090909091,
121,Helicious Helles,HELLES,OTHER,2010.0,Tettnanger pellet hops,Tettnanger pellet,1.9,4.0,boil,60.0,bittering,7.0,0.2714285714285714,
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Target,Target,0.78,11.0,boil,60.0,bittering,5.5,0.14181818181818182,
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,EK Goldings,EK Goldings,0.78,5.0,boil,40.0,bittering,5.5,0.14181818181818182,
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Bramling Cross,Bramling Cross,0.78,6.0,boil,10.0,flavor,5.5,0.14181818181818182,
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Saaz,Saaz,0.19,4.0,boil,1.0,flavor,5.5,0.034545454545454546,
122,Fortis Exordium Strong English Ale,OLD ALE,OTHER,2019.0,Tettnanger,Tettnanger,0.59,4.5,boil,0.0,other,5.5,0.10727272727272727,
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Perle,Perle,2.0,7.8,boil,60.0,bittering,5.5,0.36363636363636365,
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Vanguard,Vanguard,0.75,6.0,boil,30.0,flavor,5.5,0.13636363636363635,
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Santiam,Santiam,1.0,5.0,boil,10.0,flavor,5.5,0.18181818181818182,
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,Cascade,Cascade,2.0,,boil,1.0,flavor,5.5,0.36363636363636365,
123,Bunga-Toggles Agave-laced Barleywine,BARLEYWINE,STRONG_ALE,2008.0,New Zealand Nelson Sauvin,New Zealand Nelson Sauvin,0.6,,dry hop,,dry_hop,5.5,0.10909090909090909,
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Chinook,Chinook,0.5,13.0,boil,60.0,bittering,5.0,0.1,
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Simcoe,Simcoe,0.5,13.0,boil,15.0,flavor,5.0,0.1,
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Chinook,Chinook,0.75,13.0,boil,10.0,flavor,5.0,0.15,
124,Black Hole Sun Baltic Porter,BALTIC PORTER,PORTER,2019.0,Simcoe,Simcoe,1.0,13.0,boil,5.0,flavor,5.0,0.2,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Opal,Opal,0.5,9.0,boil,60.0,bittering,5.5,0.09090909090909091,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Opal,Opal,0.5,9.0,boil,10.0,flavor,5.5,0.09090909090909091,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Opal,Opal,0.5,9.0,flameout,0.0,aroma,5.5,0.09090909090909091,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,US Crystal,US Crystal,0.5,3.5,flameout,0.0,aroma,5.5,0.09090909090909091,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,Opal,Opal,0.25,,dry hop,,dry_hop,5.5,0.045454545454545456,
125,Funkwerks Saison,BELGIAN ALE,BELGIAN,2019.0,US Crystal,US Crystal,0.25,,dry hop,,dry_hop,5.5,0.045454545454545456,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Summit,Summit,0.5,16.1,boil,30.0,flavor,5.5,0.09090909090909091,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,CTZ,CTZ,1.9,14.0,whirlpool,15.0,aroma,5.5,0.34545454545454546,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Comet,Comet,1.9,9.5,whirlpool,15.0,aroma,5.5,0.34545454545454546,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Simcoe,Simcoe,1.9,13.0,whirlpool,15.0,aroma,5.5,0.34545454545454546,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,CTZ,CTZ,2.0,14.0,dry hop,,dry_hop,5.5,0.36363636363636365,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Comet,Comet,2.0,9.5,dry hop,,dry_hop,5.5,0.36363636363636365,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Simcoe,Simcoe,2.0,13.0,dry hop,,dry_hop,5.5,0.36363636363636365,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Azacca,Azacca,2.0,15.0,dry hop,,dry_hop,5.5,0.36363636363636365,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,CTZ,CTZ,2.0,14.0,dry hop,,dry_hop,5.5,0.36363636363636365,
126,Corporal Catbox New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,Simcoe,Simcoe,2.0,13.0,dry hop,,dry_hop,5.5,0.36363636363636365,
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Hallertau Magnum,Hallertau Magnum,0.6,13.2,boil,60.0,bittering,6.0,0.09999999999999999,
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Saaz,Saaz,0.25,3.0,boil,5.0,flavor,6.0,0.041666666666666664,
127,La Bomba Belgian Golden Strong,BELGIAN ALE,BELGIAN,2018.0,Saaz,Saaz,0.25,3.0,boil,0.0,other,6.0,0.041666666666666664,
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,East Kent Goldings,East Kent Goldings,1.27,6.1,FWH,0.0,fwh,6.0,0.21166666666666667,
128,Gone for a Burton Brown Ale,BROWN ALE,BROWN_ALE,2018.0,East Kent Goldings,East Kent Goldings,1.27,6.1,boil,15.0,flavor,6.0,0.21166666666666667,
129,Deer Crossing Kellerbier,HELLES,OTHER,2019.0,Hallertauer Mittelfr\u00fch,Hallertauer Mittelfr\u00fch,0.6,4.0,FWH,0.0,fwh,5.0,0.12,
129,Deer Crossing Kellerbier,HELLES,OTHER,2019.0,Saphir,Saphir,0.4,3.5,boil,60.0,bittering,5.0,0.08,
130,A2 Brew Tay,IPA,IPA,2019.0,Galaxy,Galaxy,0.5,13.0,boil,60.0,bittering,5.0,0.1,
130,A2 Brew Tay,IPA,IPA,2019.0,Nelson Sauvin,Nelson Sauvin,1.0,13.0,whirlpool,,aroma,5.0,0.2,
130,A2 Brew Tay,IPA,IPA,2019.0,Motueka,Motueka,1.0,7.0,whirlpool,,aroma,5.0,0.2,
130,A2 Brew Tay,IPA,IPA,2019.0,Nelson Sauvin,Nelson Sauvin,1.0,13.0,dry hop,,dry_hop,5.0,0.2,
130,A2 Brew Tay,IPA,IPA,2019.0,Motueka,Motueka,1.0,7.0,dry hop,,dry_hop,5.0,0.2,
130,A2 Brew Tay,IPA,IPA,2019.0,Wai-iti,Wai-iti,1.0,,dry hop,,dry_hop,5.0,0.2,
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,East Kent Goldings,East Kent Goldings,1.5,5.0,boil,60.0,bittering,5.5,0.2727272727272727,
131,Amahl’s English Brown Ale,BROWN ALE,BROWN_ALE,2019.0,East Kent Goldings,East Kent Goldings,0.25,5.0,boil,10.0,flavor,5.5,0.045454545454545456,
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,Amarillo,Amarillo,2.0,8.0,boil,60.0,bittering,10.0,0.2,
132,Strength In Numbers Dark Vienna Lager,AMBER LAGER,LAGER,2019.0,Amarillo,Amarillo,1.0,8.0,boil,0.0,other,10.0,0.1,
133,Betty’s Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2019.0,Warrior,Warrior,0.5,15.0,boil,60.0,bittering,5.0,0.1,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Centennial,Centennial,1.0,33.0,boil,80.0,bittering,5.0,0.2,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Cascade,Cascade,1.0,8.5,boil,15.0,flavor,5.0,0.2,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Centennial,Centennial,1.0,15.5,boil,15.0,flavor,5.0,0.2,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Cascade,Cascade,0.5,,whirlpool,,aroma,5.0,0.1,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Centennial,Centennial,0.5,,whirlpool,,aroma,5.0,0.1,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Cascade,Cascade,0.5,,dry hop,,dry_hop,5.0,0.1,
134,Sierra Nevada Resilience IPA,AMERICAN IPA,IPA,2018.0,Centennial,Centennial,0.5,,dry hop,,dry_hop,5.0,0.1,
135,Puna Coast Black Lager,DARK LAGER,LAGER,2002.0,"German Hallertauer (or equivalent of Crystal, Mt. Hood, Santiam, Tettnanger or Saaz)","German Hallertauer (or equivalent of Crystal, Mt. Hood, Santiam, Tettnanger or Saaz)",1.3,6.0,boil,60.0,bittering,5.5,0.23636363636363636,
135,Puna Coast Black Lager,DARK LAGER,LAGER,2002.0,"German Hallertauer (or equivalent of Crystal, Mt. Hood, Santiam, Tettnanger or Saaz)","German Hallertauer (or equivalent of Crystal, Mt. Hood, Santiam, Tettnanger or Saaz)",1.0,4.0,boil,10.0,flavor,5.5,0.18181818181818182,
136,Stone 7th Anniversary Ale,AMERICAN PALE ALE,IPA,2006.0,Magnum,Magnum,1.03,17.3,boil,90.0,bittering,5.0,0.20600000000000002,
136,Stone 7th Anniversary Ale,AMERICAN PALE ALE,IPA,2006.0,Ahtanum,Ahtanum,2.58,,whirlpool,,aroma,5.0,0.516,
137,Velveteen Caramel,AMBER ALE,AMBER_ALE,2012.0,noble hops,noble,1.5,3.0,boil,60.0,bittering,5.0,0.3,
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Centennial pellets,Centennial pellets,1.2,9.1,boil,45.0,bittering,5.0,0.24,
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Centennial pellets,Centennial pellets,1.2,9.1,boil,30.0,flavor,5.0,0.24,
138,Bell’s Two Hearted Ale Clone,AMERICAN IPA,IPA,,Centennial pellets,Centennial pellets,3.5,9.1,dry hop,0.0,dry_hop,5.0,0.7,
139,Sun-Dried Sour,FRUITED SOUR,SOUR,2018.0,aged hops,aged,1.5,1.2,boil,60.0,bittering,5.5,0.2727272727272727,
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,Challenger,Challenger,4.0,6.8,boil,60.0,bittering,10.0,0.4,
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,Pacific Jade,Pacific Jade,1.0,11.0,boil,60.0,bittering,10.0,0.1,
140,Great Feats of Strength Imperial Stout,IMPERIAL STOUT,STOUT,2017.0,East Kent Goldings,East Kent Goldings,4.0,5.6,boil,20.0,flavor,10.0,0.4,
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Columbus,Columbus,1.0,14.0,first wort,0.0,other,6.0,0.16666666666666666,
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Simcoe,Simcoe,2.7,12.9,whirlpool,30.0,aroma,6.0,0.45,
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Amarillo,Amarillo,4.0,8.2,whirlpool,30.0,aroma,6.0,0.6666666666666666,
141,Lupulin Madness IPA,AMERICAN IPA,IPA,2018.0,Falconer\u2019s Flight,Falconer\u2019s Flight,4.0,,dry hop,,dry_hop,6.0,0.6666666666666666,
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,Hallertau,Hallertau,3.4,4.0,boil,60.0,bittering,10.0,0.33999999999999997,
142,Melissa and Patty’s Saison,BELGIAN ALE,BELGIAN,2018.0,Hallertau,Hallertau,1.5,4.0,steep,0.0,other,10.0,0.15,
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Motueka,Motueka,1.0,6.8,boil,60.0,bittering,5.0,0.2,
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Chinook,Chinook,1.0,13.8,boil,10.0,flavor,5.0,0.2,
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Warrior,Warrior,1.0,16.3,boil,10.0,flavor,5.0,0.2,
143,Honey Squished IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Simcoe,Simcoe,1.0,11.9,dry hop,,dry_hop,5.0,0.2,
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,UK Northdown,UK Northdown,0.25,6.2,boil,60.0,bittering,5.5,0.045454545454545456,
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,UK Kent Golding,UK Kent Golding,1.0,6.0,boil,60.0,bittering,5.5,0.18181818181818182,
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,UK Kent Golding,UK Kent Golding,1.0,6.0,boil,5.0,flavor,5.5,0.18181818181818182,
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,wild hops,wild,1.25,,whirlpool,0.0,aroma,5.5,0.22727272727272727,
144,Charlie’s Visionary Mild,AMERICAN BROWN ALE,BROWN_ALE,2016.0,Crystal hop pellets,Crystal,0.75,5.5,dry hop,0.0,dry_hop,5.5,0.13636363636363635,
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Styrian Golding,Styrian Golding,1.8,5.2,boil,60.0,bittering,5.5,0.32727272727272727,
145,Storm Surge Baltic Porter,BALTIC PORTER,PORTER,2011.0,Tettnanger,Tettnanger,1.0,3.2,boil,10.0,flavor,5.5,0.18181818181818182,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,0.65,11.9,first wort,,other,6.0,0.10833333333333334,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,0.25,11.9,flameout,40.0,aroma,6.0,0.041666666666666664,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Mosaic,Mosaic,0.25,13.3,flameout,40.0,aroma,6.0,0.041666666666666664,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Azacca,Azacca,0.25,12.1,flameout,40.0,aroma,6.0,0.041666666666666664,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,0.5,11.9,hop stand,10.0,aroma,6.0,0.08333333333333333,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Mosaic,Mosaic,0.5,13.3,hop stand,10.0,aroma,6.0,0.08333333333333333,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Azacca,Azacca,0.5,12.1,hop stand,10.0,aroma,6.0,0.08333333333333333,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,1.0,11.9,dry hop,,dry_hop,6.0,0.16666666666666666,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Mosaic,Mosaic,1.0,13.3,dry hop,,dry_hop,6.0,0.16666666666666666,
146,Tropical Haze New England IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Azacca,Azacca,1.0,12.1,dry hop,,dry_hop,6.0,0.16666666666666666,
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Centennial,Centennial,1.0,10.5,boil,60.0,bittering,5.5,0.18181818181818182,
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Amarillo Gold,Amarillo Gold,1.0,9.0,boil,30.0,flavor,5.5,0.18181818181818182,
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Cascade,Cascade,1.0,5.75,boil,2.0,flavor,5.5,0.18181818181818182,
147,Alright Already Amber,AMBER ALE,AMBER_ALE,2009.0,Amarillo Gold,Amarillo Gold,1.0,8.6,dry hop,,dry_hop,5.5,0.18181818181818182,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Centennial,Centennial,3.0,8.8,boil,90.0,bittering,10.0,0.3,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Simcoe,Simcoe,3.0,12.2,boil,90.0,bittering,10.0,0.3,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Magnum,Magnum,1.0,11.0,boil,60.0,bittering,10.0,0.1,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Magnum,Magnum,1.0,11.0,boil,30.0,flavor,10.0,0.1,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Simcoe,Simcoe,4.0,11.9,dry hop,0.0,dry_hop,10.0,0.4,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Centennial,Centennial,2.0,6.0,dry hop,0.0,dry_hop,10.0,0.2,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Liberty,Liberty,2.0,4.3,dry hop,0.0,dry_hop,10.0,0.2,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Irish moss,Irish moss,2.0,,boil,15.0,flavor,10.0,0.2,
148,The Big Hopper Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2010.0,Gypsum,Gypsum,3.0,,mash,,other,10.0,0.3,
149,Corrales Piñon Porter,PORTER,PORTER,2018.0,Fuggle,Fuggle,1.5,4.5,boil,60.0,bittering,5.0,0.3,
149,Corrales Piñon Porter,PORTER,PORTER,2018.0,Fuggle,Fuggle,0.5,4.5,boil,5.0,flavor,5.0,0.1,
150,Flubadub (partial-mash),AMERICAN PORTER,PORTER,2018.0,German Hallertauer,German Hallertauer,1.0,4.5,boil,60.0,bittering,5.5,0.18181818181818182,
150,Flubadub (partial-mash),AMERICAN PORTER,PORTER,2018.0,wild hops,wild,2.5,1.0,boil,5.0,flavor,5.5,0.45454545454545453,
150,Flubadub (partial-mash),AMERICAN PORTER,PORTER,2018.0,homegrown Cascade,homegrown Cascade,1.0,5.0,boil,0.0,other,5.5,0.18181818181818182,
150,Flubadub (partial-mash),AMERICAN PORTER,PORTER,2018.0,homegrown hops,homegrown,1.25,,dry hop,,dry_hop,5.5,0.22727272727272727,
151,"Tall, Dark and Bready",DUNKELWEIZEN,LAGER,2018.0,Tettnang,Tettnang,1.0,5.0,boil,60.0,bittering,5.5,0.18181818181818182,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Saaz,Saaz,1.5,4.0,boil,60.0,bittering,6.5,0.23076923076923078,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Glacier,Glacier,0.67,5.8,boil,30.0,flavor,6.5,0.10307692307692308,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Cascade,Cascade,1.0,5.5,boil,5.0,flavor,6.5,0.15384615384615385,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Saaz,Saaz,1.0,4.0,boil,0.0,other,6.5,0.15384615384615385,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Styrian Golding,Styrian Golding,0.5,1.3,dry hop,,dry_hop,6.5,0.07692307692307693,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,Algerian tangerine peel,Algerian tangerine peel,0.25,,flameout,0.0,aroma,6.5,0.038461538461538464,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,pepper,pepper,0.25,,flameout,0.0,aroma,6.5,0.038461538461538464,
152,Brother Levonian Saison,BELGIAN ALE,BELGIAN,2009.0,turmeric,turmeric,0.25,,flameout,0.0,aroma,6.5,0.038461538461538464,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,1.0,13.0,first wort,0.0,other,11.0,0.09090909090909091,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Magnum,Magnum,0.25,13.0,boil,60.0,bittering,11.0,0.022727272727272728,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,1.0,13.0,boil,15.0,flavor,11.0,0.09090909090909091,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,1.0,13.0,boil,10.0,flavor,11.0,0.09090909090909091,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,1.5,13.0,boil,5.0,flavor,11.0,0.13636363636363635,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,2.0,13.0,flameout,0.0,aroma,11.0,0.18181818181818182,
154,Just Rye’te,AMERICAN PALE ALE,IPA,2016.0,Citra,Citra,6.0,13.0,dry hop,0.0,dry_hop,11.0,0.5454545454545454,
155,Bell’s Brewery Expedition Stout Clone,IMPERIAL STOUT,STOUT,2002.0,Centennial,Centennial,4.0,,boil,45.0,bittering,5.0,0.8,
155,Bell’s Brewery Expedition Stout Clone,IMPERIAL STOUT,STOUT,2002.0,Centennial,Centennial,1.5,,boil,30.0,flavor,5.0,0.3,
155,Bell’s Brewery Expedition Stout Clone,IMPERIAL STOUT,STOUT,2002.0,Centennial,Centennial,0.25,,flameout,0.0,aroma,5.0,0.05,
156,Jack of All Saisons,BELGIAN ALE,BELGIAN,2018.0,Magnum,Magnum,0.6,11.9,boil,60.0,bittering,6.0,0.09999999999999999,
156,Jack of All Saisons,BELGIAN ALE,BELGIAN,2018.0,Azacca,Azacca,1.0,10.8,boil,10.0,flavor,6.0,0.16666666666666666,
157,Smoked Pumpkin Saison,BELGIAN ALE,BELGIAN,2018.0,Magnum,Magnum,0.45856187939822574,11.9,boil,60.0,bittering,6.0,0.07642697989970429,
158,Count Orloque Saison,BELGIAN ALE,BELGIAN,2018.0,Magnum,Magnum,0.85,11.9,boil,60.0,bittering,6.0,0.14166666666666666,
158,Count Orloque Saison,BELGIAN ALE,BELGIAN,2018.0,Willamette,Willamette,1.0,6.0,boil,15.0,flavor,6.0,0.16666666666666666,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Magnum,Magnum,0.33,14.0,first wort,0.0,other,5.0,0.066,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,0.33,12.5,flameout,40.0,aroma,5.0,0.066,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,El Dorado,El Dorado,0.33,15.7,flameout,40.0,aroma,5.0,0.066,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Mosaic,Mosaic,0.33,13.1,flameout,40.0,aroma,5.0,0.066,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,0.66,12.5,whirlpool,30.0,aroma,5.0,0.132,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,El Dorado,El Dorado,0.66,15.7,whirlpool,30.0,aroma,5.0,0.132,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Mosaic,Mosaic,0.66,13.1,whirlpool,30.0,aroma,5.0,0.132,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,Citra,Citra,1.0,12.5,end of whirlpool,0.0,other,5.0,0.2,
159,WeldWerks Brewing Juicy Bits NEIPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,El Dorado,El Dorado,1.0,15.7,end of whirlpool,0.0,other,5.0,0.2,
